Pattern,ClusterNumber1,,Count,Cluster_number.Record.,paste..Cluster....Cluster_number.Record..
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>Ｎ‐アセチル‐[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>総[ActIngreName]含有量<BR>[Number][Unit]<<BR>>[ActIngreName]含有量（Ｅ）<BR>[Number][Unit]<<BR>>[ActIngreName]含有量（[Unit]）<BR>[Number][Unit]<<BR>>Ｅ／[Unit]<BR>[Number]<<BR>>[ActIngreName]含有量<BR>[Number][Unit]<<BR>>[Fomula]＋<BR>約[Number][Unit]<<BR>>[Fomula]<BR>約[Number][Unit]<<BR>>総熱量<BR>[Number][Unit],32,4,2,2,Cluster  2
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[Fomula]＋<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[Fomula]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit],24,3,4,2,Cluster  2
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>熱量<BR>[Number][Unit]<<BR>>[Fomula]＋<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[Fomula]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit],24,3,2,2,Cluster  2
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>熱量<BR>[Number][Unit]<<BR>>[Fomula]＋<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[Fomula]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>本剤は,89,2,5,2,Cluster  2
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]注[Number]）<<BR>>[ElectIon]として[Number][Unit]注[Number]）含有（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]注[Number]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ElectIon]として[Number][Unit]注[Number]）含有（[Number][Unit]）<<BR>>[Fomula]＋<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[Fomula]－<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>Ｃｉｔｒａｔｅ[Number]－<BR>[Number][Unit]<<BR>>Ｐ<BR>[Number][Unit]<<BR>>Ｚｎ<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]濃度<BR>[Number][Unit]<<BR>>総[ActIngreName]量<BR>[Number][Unit]<<BR>>[ActIngreName]量<BR>[Number][Unit]<<BR>>[ActIngreName]／[ActIngreName]<BR>[Number]<<BR>>[ActIngreName]含有率<BR>[Number][Unit]<<BR>>総熱量<BR>[Number][Unit]<<BR>>非蛋白熱量<BR>[Number][Unit]<<BR>>非蛋白熱量／[ActIngreName]<BR>[Number],53,1,1,2,Cluster  2
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]注[Number]）<<BR>>[ElectIon]として[Number][Unit]注[Number]）含有（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]注[Number]）<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ElectIon]として[Number][Unit]注[Number]）含有（[Number][Unit]）<<BR>>[Fomula]＋<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[Fomula]－<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>Ｃｉｔｒａｔｅ[Number]－<BR>[Number][Unit]<<BR>>Ｐ<BR>[Number][Unit]<<BR>>Ｚｎ<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]濃度<BR>[Number][Unit]<<BR>>総[ActIngreName]量<BR>[Number][Unit]<<BR>>[ActIngreName]量<BR>[Number][Unit]<<BR>>[ActIngreName]／[ActIngreName]<BR>[Number]<<BR>>[ActIngreName]含有率<BR>[Number][Unit]<<BR>>総熱量<BR>[Number][Unit]<<BR>>非蛋白熱量<BR>[Number][Unit]<<BR>>非蛋白熱量／[ActIngreName]<BR>[Number],53,1,1,2,Cluster  2
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>総[ActIngreName]含有量<BR>[Number][Unit]<<BR>>[ActIngreName]含有量（Ｅ）<BR>[Number][Unit]<<BR>>[ActIngreName]含有量（[Unit]）<BR>[Number][Unit]<<BR>>Ｅ／[Unit]<BR>[Number]<<BR>>[ActIngreName]含有率<BR>[Number][Unit]<<BR>>[ActIngreName]量<BR>[Number][Unit]<<BR>>[Fomula]＋含有量<BR>約[Number][Unit]<<BR>>[Fomula]－含有量<BR>含まない<<BR>>[ElectIon]含有量<BR>約[Number][Unit],32,4,2,2,Cluster  2
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>総[ActIngreName]含有量<BR>[Number][Unit]<<BR>>[ActIngreName]含有率<BR>[Number][Unit]<<BR>>Ｆｉｓｃｈｅｒ比<BR>[Number]<<BR>>Ｅ／[Unit]<BR>[Number]<<BR>>[ActIngreName]含有量<BR>[Number][Unit]<<BR>>[Fomula]＋含有量<BR>約[Number][Unit]<<BR>>[Fomula]－含有量<BR>約[Number][Unit],32,4,2,2,Cluster  2
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]（ｐＨ調整剤）<BR>[Number][Unit]<<BR>>[ActIngreName]（ｐＨ調整剤）<BR>適量<<BR>>[DrugParts]の[ElectIon]濃度は[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number]＄<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>ポリソルベート[Number]<BR>[Number][Unit]<<BR>>ポリソルベート[Number]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName][Number]<BR>[Number][Unit]<<BR>>[ActIngreName]（ｐＨ調整剤）<BR>適量<<BR>>[ActIngreName]（ｐＨ調整剤）<BR>適量<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]（ｐＨ調整剤）<BR>[Number][Unit]<<BR>>コハク酸（ｐＨ調整剤）<BR>適量<<BR>>[DrugParts]の[ElectIon]濃度は[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>糖濃度<BR>[Number][Unit]<<BR>>[Fomula]＋<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[Fomula]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>Ｐ<BR>[Number][Unit]（[Number][Unit]）<<BR>>Ｚｎ<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number]＄<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>総[ActIngreName]量<BR>[Number][Unit]<<BR>>[ActIngreName]量<BR>[Number][Unit]<<BR>>[ActIngreName]／[ActIngreName]<BR>[Number]<<BR>>[ActIngreName]含有率<BR>[Number][Unit]<<BR>>総熱量<BR>[Number][Unit]<<BR>>非蛋白熱量<BR>[Number][Unit]<<BR>>非蛋白熱量／[ActIngreName]<BR>[Number]<<BR>>：添加物に由来するものを含む,53,1,3,2,Cluster  2
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]（ｐＨ調整剤）<BR>適量<<BR>>[DrugParts]の[ElectIon]濃度は[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number]＄<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>ポリソルベート[Number]<BR>[Number][Unit]<<BR>>ポリソルベート[Number]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName][Number]<BR>[Number][Unit]<<BR>>[ActIngreName]（ｐＨ調整剤）<BR>適量<<BR>>[ActIngreName]（ｐＨ調整剤）<BR>適量<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]（ｐＨ調整剤）<BR>適量<<BR>>[DrugParts]の[ElectIon]濃度は[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>糖濃度<BR>[Number][Unit]<<BR>>[Fomula]＋<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[Fomula]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>Ｐ<BR>[Number][Unit]（[Number][Unit]）<<BR>>Ｚｎ<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number]＄<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>総[ActIngreName]量<BR>[Number][Unit]<<BR>>[ActIngreName]量<BR>[Number][Unit]<<BR>>[ActIngreName]／[ActIngreName]<BR>[Number]<<BR>>[ActIngreName]含有率<BR>[Number][Unit]<<BR>>総熱量<BR>[Number][Unit]<<BR>>非蛋白熱量<BR>[Number][Unit]<<BR>>非蛋白熱量／[ActIngreName]<BR>[Number]<<BR>>：添加物に由来するものを含む,53,1,3,2,Cluster  2
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]注[Number]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ElectIon]として[Number][Unit]注[Number]）含有（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]注[Number]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ElectIon]として[Number][Unit]注[Number]）含有（[Number][Unit]）<<BR>>[Fomula]＋<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[Fomula]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>Ｐ<BR>[Number][Unit]<<BR>>Ｚｎ<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]濃度<BR>[Number][Unit]<<BR>>総[ActIngreName]量<BR>[Number][Unit]<<BR>>[ActIngreName]量<BR>[Number][Unit]<<BR>>[ActIngreName]／[ActIngreName]<BR>[Number]<<BR>>[ActIngreName]含有率<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>総熱量<BR>[Number][Unit]<<BR>>非蛋白熱量<BR>[Number][Unit]<<BR>>非蛋白熱量／[ActIngreName]<BR>[Number]<<BR>>[ActIngreName]の量はおよその数値で記載,53,1,2,2,Cluster  2
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName][ActIngreName]<BR>[Number][Unit]<<BR>>（[ActIngreName]として）<BR>（[Number][Unit]）<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>総[ActIngreName]含有量<BR>[Number][Unit]<<BR>>[ActIngreName]含有量（Ｅ）<BR>[Number][Unit]<<BR>>[ActIngreName]含有量（[Unit]）<BR>[Number][Unit]<<BR>>Ｅ／[Unit]<BR>[Number]<<BR>>[ActIngreName]含有率<BR>[Number][Unit]<<BR>>[ActIngreName]含有量<BR>[Number][Unit]<<BR>>[Fomula]＋含有量<BR>約[Number][Unit]<<BR>>[Fomula]含有量<BR>含まない<<BR>>[ElectIon]含有量<BR>約[Number][Unit],32,4,3,2,Cluster  2
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[Fomula]＋<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit]<<BR>>[Fomula]<BR>[Number][Unit],24,3,2,2,Cluster  2
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>熱量<BR>[Number][Unit]<<BR>>[Fomula]＋<BR>[Number][Unit]<<BR>>[Fomula]<BR>[Number][Unit]<<BR>>[ElectIon]<BR>[Number][Unit],24,3,1,2,Cluster  2
[ActIngreName]<BR>[Number][Unit]<<BR>>[ActIngreName]<BR>[Number][Unit]<<BR>>熱量<BR>[Number][Unit]<<BR>>[Fomula]＋<BR>[Number][Unit]<<BR>>[Fomula]<BR>[Number][Unit],24,3,3,2,Cluster  2
